Temperature,HeartRate,HRV,SleepIndex,Tindex
34.84,60.00,0.00,0,1
34.88,60.00,0.00,0,1
34.87,60.00,0.00,0,1
34.90,59.50,0.00,1,1
34.88,61.02,0.00,0,1
34.71,60.00,0.00,0,1
34.77,60.00,0.00,0,1
34.94,60.00,0.00,0,1
34.99,59.50,0.00,1,1
34.90,60.50,0.00,0,1
34.71,60.50,0.00,0,1
35.10,60.00,0.00,0,1
35.07,60.00,0.00,0,1
35.03,59.50,0.00,1,1
34.85,60.50,0.00,0,1
34.94,60.50,0.00,0,1
34.74,60.50,0.00,0,1
35.11,60.50,0.00,0,1
35.21,60.50,0.00,0,1
35.02,60.50,0.00,0,1
34.90,60.50,0.00,0,1
34.89,60.50,0.00,0,1
34.89,60.50,0.00,0,1
34.77,60.50,0.00,0,1
34.81,60.50,0.00,0,1
34.95,60.50,0.00,0,1
34.93,60.50,0.00,0,1
34.72,60.50,0.00,0,1
34.85,50.00,0.58,0,1
34.89,50.00,0.58,0,1
34.87,50.00,0.58,0,1
34.82,50.00,0.56,0,1
35.09,60.00,0.56,0,1
34.83,60.00,0.56,0,1
34.78,60.00,0.56,0,1
34.88,61.02,0.10,0,1
34.67,59.50,0.00,1,1
34.86,60.00,0.00,0,1
34.94,60.00,0.00,0,1
34.77,60.00,0.00,0,1
34.79,60.50,0.00,0,1
34.91,59.50,0.00,1,1
35.06,60.50,0.00,0,1
34.86,60.00,0.00,0,1
34.92,60.00,0.00,0,1
34.79,60.00,0.00,0,1
34.59,60.00,0.00,0,1
34.91,60.00,0.00,0,1
34.94,60.00,0.00,0,1
34.77,60.00,0.00,0,1
34.95,60.00,0.00,0,1
34.79,60.00,0.00,0,1
34.73,60.00,0.00,0,1
34.71,60.00,0.00,0,1
34.61,60.00,0.00,0,1
34.81,60.00,0.00,0,1
34.73,60.00,0.00,0,1
34.48,60.00,0.00,0,1
34.77,60.00,0.00,0,1
34.53,60.00,0.00,0,1
34.07,60.00,0.00,0,1
34.19,60.00,0.00,0,1
33.47,60.00,0.00,0,1
34.09,60.00,0.00,0,1
33.60,60.00,0.00,0,1
33.62,60.00,0.00,0,1
33.38,60.00,0.00,0,1
33.53,60.00,0.00,0,1
33.30,50.00,1.10,0,1
33.43,60.00,1.10,0,1
33.07,60.00,1.10,0,1
32.63,60.00,1.10,0,1
32.97,61.02,1.10,0,1
32.66,60.00,0.00,0,1
32.65,60.00,0.00,0,1
32.35,60.00,0.00,0,1
32.37,60.00,0.00,0,1
32.20,60.00,0.00,0,1
32.46,60.00,0.00,0,1
32.18,60.00,0.00,0,1
32.07,60.00,0.00,0,1
32.07,60.00,0.00,0,1
32.40,50.00,0.29,0,1
32.21,50.00,0.29,0,1
32.33,50.00,0.28,0,1
32.23,60.00,0.28,0,1
32.45,60.00,0.28,0,1
31.54,60.50,0.28,0,1
31.40,60.00,0.05,0,1
31.57,60.00,0.00,0,1
31.64,60.00,0.00,0,1
31.43,59.50,0.00,1,1
32.37,60.00,0.00,0,1
32.62,60.50,0.00,0,1
32.77,60.00,0.00,0,1
32.02,60.00,0.00,0,1
32.02,60.00,0.00,0,1
32.94,60.00,0.00,0,1
33.31,60.50,0.00,0,1
33.79,60.50,0.00,0,1
34.55,50.00,0.05,1,1
35.28,60.50,0.05,0,1
35.86,60.00,0.05,0,1
36.96,60.00,0.05,0,0
37.28,60.00,0.05,0,0
36.82,60.00,0.00,0,0
38.01,60.50,0.00,0,0
37.85,60.00,0.00,0,0
37.73,60.00,0.00,0,0
37.76,60.00,0.00,0,0
37.63,60.50,0.00,0,0
37.76,59.50,0.00,1,0
37.65,60.00,0.00,0,0
37.55,60.00,0.00,0,0
37.23,61.02,0.00,0,0
37.18,59.50,0.00,1,0
37.25,59.50,0.00,1,0
37.27,59.50,0.00,1,0
37.05,59.50,0.00,1,0
37.09,59.50,0.00,1,0
37.11,59.50,0.00,1,0
37.08,59.50,0.00,1,0
36.95,59.50,0.00,1,0
37.02,59.50,0.00,1,0
37.02,59.50,0.00,1,0
37.00,59.50,0.00,1,0
36.66,59.50,0.00,1,0
35.35,59.50,0.00,1,1
34.45,59.50,0.00,1,1
34.76,59.50,0.00,1,1
34.59,59.50,0.00,1,1
34.04,59.50,0.00,1,1
34.24,59.50,0.00,1,1
34.36,59.50,0.00,1,1
34.19,59.50,0.00,1,1
34.43,59.50,0.00,1,1
34.25,59.50,0.00,1,1
34.52,59.50,0.00,1,1
34.48,59.50,0.00,1,1
34.47,59.50,0.00,1,1
34.38,59.50,0.00,1,1
34.23,59.50,0.00,1,1
34.21,59.50,0.00,1,1
34.24,59.50,0.00,1,1
34.68,59.50,0.00,1,1
34.27,59.50,0.00,1,1
34.35,59.50,0.00,1,1
34.16,59.50,0.00,1,1
34.47,59.50,0.00,1,1
34.65,59.50,0.00,1,1
34.11,59.50,0.00,1,1
34.73,59.50,0.00,1,1
34.53,59.50,0.00,1,1
34.15,59.50,0.00,1,1
34.22,59.50,0.00,1,1
34.45,59.50,0.00,1,1
34.33,59.50,0.00,1,1
34.28,59.50,0.00,1,1
34.11,59.50,0.00,1,1
34.33,59.50,0.00,1,1
34.13,59.50,0.00,1,1
34.11,59.50,0.00,1,1
33.95,59.50,0.00,1,1
33.90,59.50,0.00,1,1
33.79,59.50,0.00,1,1
33.78,59.50,0.00,1,1
33.65,59.50,0.00,1,1
33.96,59.50,0.00,1,1
33.66,59.50,0.00,1,1
33.58,59.50,0.00,1,1
33.84,59.50,0.00,1,1
33.73,59.50,0.00,1,1
33.72,59.50,0.00,1,1
33.83,59.50,0.00,1,1
33.76,59.50,0.00,1,1
33.58,59.50,0.00,1,1
33.64,59.50,0.00,1,1
33.70,59.50,0.00,1,1
33.65,59.50,0.00,1,1
33.70,59.50,0.00,1,1
33.78,59.50,0.00,1,1
33.65,59.50,0.00,1,1
33.87,59.50,0.00,1,1
33.72,59.50,0.00,1,1
33.84,59.50,0.00,1,1
34.12,59.50,0.00,1,1
34.06,59.50,0.00,1,1
34.34,59.50,0.00,1,1
33.84,59.50,0.00,1,1
34.04,59.50,0.00,1,1
33.78,59.50,0.00,1,1
33.97,59.50,0.00,1,1
34.00,59.50,0.00,1,1
33.75,59.50,0.00,1,1
34.00,59.50,0.00,1,1
34.13,59.50,0.00,1,1
34.00,59.50,0.00,1,1
33.70,59.50,0.00,1,1
33.69,59.50,0.00,1,1
33.75,59.50,0.00,1,1
33.66,59.50,0.00,1,1
33.29,59.50,0.00,1,1
33.36,59.50,0.00,1,1
33.60,59.50,0.00,1,1
33.78,59.50,0.00,1,1
33.92,59.50,0.00,1,1
33.67,59.50,0.00,1,1
33.85,59.50,0.00,1,1
34.21,59.50,0.00,1,1
33.90,59.50,0.00,1,1
33.94,59.50,0.00,1,1
34.26,59.50,0.00,1,1
34.08,59.50,0.00,1,1
33.92,59.50,0.00,1,1
34.31,59.50,0.00,1,1
34.14,59.50,0.00,1,1
34.31,59.50,0.00,1,1
34.15,59.50,0.00,1,1
34.00,59.50,0.00,1,1
34.26,59.50,0.00,1,1
34.32,59.50,0.00,1,1
34.22,59.50,0.00,1,1
34.13,59.50,0.00,1,1
34.27,59.50,0.00,1,1
33.95,59.50,0.00,1,1
33.74,59.50,0.00,1,1
34.11,59.50,0.00,1,1
34.09,59.50,0.00,1,1
33.64,59.50,0.00,1,1
33.81,59.50,0.00,1,1
33.98,59.50,0.00,1,1
34.17,59.50,0.00,1,1
33.37,59.50,0.00,1,1
33.80,50.00,5.61,0,1
33.62,61.02,5.61,0,1
33.83,60.00,5.61,0,1
33.57,60.00,5.61,0,1
34.54,59.50,5.61,0,1
34.59,60.00,0.00,0,1
34.50,60.50,0.00,0,1
34.83,60.50,0.00,0,1
34.94,59.50,0.00,1,1
35.24,60.00,0.00,0,1
35.67,60.00,0.00,0,1
36.18,61.02,0.00,0,0
36.24,59.50,0.00,1,0
36.01,60.00,0.00,0,0
35.70,60.00,0.00,0,1
36.91,60.00,0.00,0,0
38.11,60.00,0.00,0,0
38.08,60.00,0.00,0,0
38.26,60.00,0.00,0,0
38.24,60.00,0.00,0,0
38.34,60.00,0.00,0,0
38.47,60.00,0.00,0,0
38.38,60.00,0.00,0,0
38.27,60.00,0.00,0,0
38.10,60.00,0.00,0,0
38.16,60.00,0.00,0,0
38.18,60.00,0.00,0,0
38.11,60.00,0.00,0,0
37.94,60.00,0.00,0,0
37.99,60.00,0.00,0,0
38.09,60.00,0.00,0,0
37.96,60.00,0.00,0,0
37.80,60.00,0.00,0,0
37.90,60.00,0.00,0,0
37.91,60.00,0.00,0,0
37.88,60.00,0.00,0,0
37.83,60.00,0.00,0,0
37.69,60.00,0.00,0,0
37.70,60.00,0.00,0,0
37.74,60.00,0.00,0,0
37.77,60.00,0.00,0,0
37.58,60.00,0.00,0,0
37.89,60.00,0.00,0,0
37.90,60.00,0.00,0,0
37.82,60.00,0.00,0,0
37.85,60.00,0.00,0,0
37.84,60.00,0.00,0,0
37.91,60.00,0.00,0,0
37.93,60.00,0.00,0,0
38.02,60.00,0.00,0,0
37.76,60.00,0.00,0,0
37.76,60.00,0.00,0,0
37.84,60.00,0.00,0,0
37.81,60.00,0.00,0,0
37.66,60.00,0.00,0,0
37.77,60.00,0.00,0,0
37.83,60.00,0.00,0,0
37.81,60.00,0.00,0,0
37.64,60.00,0.00,0,0
37.77,60.00,0.00,0,0
37.74,60.00,0.00,0,0
37.66,60.00,0.00,0,0
37.71,60.00,0.00,0,0
37.67,60.00,0.00,0,0
37.81,60.00,0.00,0,0
37.77,60.00,0.00,0,0
37.78,60.00,0.00,0,0
37.69,60.00,0.00,0,0
37.76,60.00,0.00,0,0
37.76,60.00,0.00,0,0
37.61,60.00,0.00,0,0
37.47,60.00,0.00,0,0
37.53,60.00,0.00,0,0
37.58,60.00,0.00,0,0
37.55,60.00,0.00,0,0
37.57,60.00,0.00,0,0
37.30,60.00,0.00,0,0
37.51,60.00,0.00,0,0
37.64,60.00,0.00,0,0
37.55,60.00,0.00,0,0
37.41,60.00,0.00,0,0
37.61,60.00,0.00,0,0
37.74,60.00,0.00,0,0
37.52,60.00,0.00,0,0
37.32,60.00,0.00,0,0
37.37,60.00,0.00,0,0
37.38,60.00,0.00,0,0
37.21,60.00,0.00,0,0
37.37,60.00,0.00,0,0
37.33,60.00,0.00,0,0
37.30,60.00,0.00,0,0
37.29,60.00,0.00,0,0
37.22,60.00,0.00,0,0
37.12,60.00,0.00,0,0
37.42,60.00,0.00,0,0
37.27,60.00,0.00,0,0
37.25,60.00,0.00,0,0
37.19,60.00,0.00,0,0
37.33,60.00,0.00,0,0
37.34,60.00,0.00,0,0
37.30,60.00,0.00,0,0
37.30,60.00,0.00,0,0
37.41,60.00,0.00,0,0
37.36,60.00,0.00,0,0
37.45,60.00,0.00,0,0
37.43,60.00,0.00,0,0
37.26,60.00,0.00,0,0
37.36,60.00,0.00,0,0
37.28,60.00,0.00,0,0
37.34,60.00,0.00,0,0
37.20,60.00,0.00,0,0
37.27,60.00,0.00,0,0
37.32,60.00,0.00,0,0
37.32,60.00,0.00,0,0
37.34,60.00,0.00,0,0
37.44,60.00,0.00,0,0
37.58,60.00,0.00,0,0
37.59,60.00,0.00,0,0
37.53,60.00,0.00,0,0
37.45,60.00,0.00,0,0
37.58,60.00,0.00,0,0
37.65,60.00,0.00,0,0
37.77,60.00,0.00,0,0
37.60,60.00,0.00,0,0
37.79,60.00,0.00,0,0
37.68,60.00,0.00,0,0
37.60,60.00,0.00,0,0
37.64,60.00,0.00,0,0
37.52,50.00,5.37,0,0
37.52,60.50,5.37,0,0
37.47,60.00,5.37,0,0
37.39,60.50,5.37,0,0
37.24,60.00,5.37,0,0
37.37,60.00,0.00,0,0
37.17,60.00,0.00,0,0
37.30,59.50,0.00,1,0
37.06,61.02,0.00,0,0
37.16,60.00,0.00,0,0
37.19,60.00,0.00,0,0
37.18,59.50,0.00,1,0
37.37,60.00,0.00,0,0
37.19,60.50,0.00,0,0
37.23,60.50,0.00,0,0
37.14,59.50,0.00,1,0
37.13,59.50,0.00,1,0
36.91,59.50,0.00,1,0
37.02,59.50,0.00,1,0
37.04,59.50,0.00,1,0
37.01,59.50,0.00,1,0
36.89,50.00,0.24,0,0
36.96,60.50,0.24,0,0
37.06,60.50,0.24,0,0
36.98,60.50,0.24,0,0
37.68,60.50,0.24,0,0
38.09,60.50,0.24,0,0
38.11,50.00,0.27,0,0
38.16,60.00,0.27,0,0
38.05,61.02,0.27,0,0
38.05,59.50,0.19,0,0
38.12,60.00,0.19,0,0
38.09,60.50,0.00,0,0
38.13,59.50,0.00,1,0
37.94,60.00,0.00,0,0
38.06,60.50,0.00,0,0
37.99,60.00,0.00,0,0
38.01,60.50,0.00,0,0
37.76,59.50,0.00,1,0
37.85,60.00,0.00,0,0
37.68,60.00,0.00,0,0
37.59,60.00,0.00,0,0
37.65,60.00,0.00,0,0
37.54,60.00,0.00,0,0
37.49,60.00,0.00,0,0
37.59,60.00,0.00,0,0
37.54,60.00,0.00,0,0
37.25,60.00,0.00,0,0
37.13,60.00,0.00,0,0
36.93,60.00,0.00,0,0
36.80,60.00,0.00,0,0
36.56,60.00,0.00,0,0
36.14,60.00,0.00,0,0
35.45,60.00,0.00,0,1
34.93,60.00,0.00,0,1
34.54,60.00,0.00,0,1
34.44,60.00,0.00,0,1
33.43,60.00,0.00,0,1
33.69,60.00,0.00,0,1
33.52,60.00,0.00,0,1
33.22,60.00,0.00,0,1
33.26,60.00,0.00,0,1
33.30,60.00,0.00,0,1
32.96,60.00,0.00,0,1
33.20,60.00,0.00,0,1
32.72,60.00,0.00,0,1
32.72,60.00,0.00,0,1
32.96,60.00,0.00,0,1
32.45,60.00,0.00,0,1
32.73,60.00,0.00,0,1
32.86,60.00,0.00,0,1
32.86,60.00,0.00,0,1
33.15,60.00,0.00,0,1
32.85,50.00,1.58,0,1
33.17,50.00,1.58,0,1
33.08,50.00,1.58,0,1
33.29,50.00,1.58,0,1
33.58,50.00,1.58,0,1
33.88,50.00,1.58,0,1
33.78,50.00,1.58,0,1
33.88,50.00,1.58,0,1
33.82,50.00,1.58,0,1
33.49,50.00,1.53,0,1
33.57,60.00,1.53,0,1
33.60,60.00,1.53,0,1
33.43,60.50,1.53,0,1
33.57,59.50,0.38,0,1
33.55,60.50,0.00,0,1
33.48,60.00,0.00,0,1
33.23,60.00,0.00,0,1
33.57,60.00,0.00,0,1
33.31,59.50,0.00,1,1
33.52,60.50,0.00,0,1
33.00,60.50,0.00,0,1
33.15,60.00,0.00,0,1
33.33,60.00,0.00,0,1
33.33,60.00,0.00,0,1
33.11,60.00,0.00,0,1
33.37,60.00,0.00,0,1
34.02,60.00,0.00,0,1
33.59,60.50,0.00,0,1
33.83,60.00,0.00,0,1
33.79,60.50,0.00,0,1
33.75,60.00,0.00,0,1
33.76,60.00,0.00,0,1
33.91,50.00,0.05,1,1
33.71,60.00,0.05,0,1
33.74,60.00,0.05,0,1
33.78,60.50,0.05,0,1
33.79,60.00,0.05,0,1
33.86,60.00,0.00,0,1
33.46,60.00,0.00,0,1
33.62,50.00,0.05,1,1
33.74,50.00,0.05,1,1
33.82,50.00,0.05,1,1
33.64,50.00,0.05,1,1
33.64,50.00,0.05,1,1
33.36,50.00,0.05,1,1
33.71,50.00,0.05,1,1
33.61,50.00,0.05,1,1
33.81,50.00,0.05,1,1
33.97,50.00,0.05,1,1
33.38,50.00,0.42,0,1
33.54,61.02,0.42,0,1
33.62,59.50,0.42,0,1
33.95,60.00,0.42,0,1
33.82,60.00,0.43,0,1
33.85,60.00,0.00,0,1
33.78,61.02,0.00,0,1
33.68,59.50,0.00,1,1
33.82,60.00,0.00,0,1
33.83,60.00,0.00,0,1
33.74,59.50,0.00,1,1
33.37,61.02,0.00,0,1
33.47,60.00,0.00,0,1
33.47,60.00,0.00,0,1
33.45,60.00,0.00,0,1
33.58,60.00,0.00,0,1
33.46,60.00,0.00,0,1
33.48,60.00,0.00,0,1
33.54,50.00,0.19,0,1
33.48,60.00,0.19,0,1
33.61,60.00,0.19,0,1
33.34,60.00,0.19,0,1
33.33,60.00,0.19,0,1
33.31,60.00,0.19,0,1
33.26,60.00,0.19,0,1
33.47,60.00,0.19,0,1
33.46,60.00,0.19,0,1
33.33,60.00,0.19,0,1
33.25,50.00,0.38,0,1
33.46,60.50,0.38,0,1
33.36,60.00,0.38,0,1
33.35,60.00,0.38,0,1
33.41,59.50,0.38,0,1
33.24,60.50,0.00,0,1
33.50,60.00,0.00,0,1
33.34,60.50,0.00,0,1
33.51,60.50,0.00,0,1
33.28,60.50,0.00,0,1
33.47,60.50,0.00,0,1
33.66,60.50,0.00,0,1
33.43,60.50,0.00,0,1
33.68,50.00,0.24,0,1
33.46,50.00,0.24,0,1
33.61,50.00,0.24,0,1
33.67,50.00,0.24,0,1
33.67,50.00,0.24,0,1
33.66,50.00,0.24,0,1
33.88,50.00,0.24,0,1
33.50,50.00,0.24,0,1
33.60,50.00,0.24,0,1
33.49,50.00,0.24,0,1
33.33,50.00,0.24,0,1
33.57,50.00,0.24,0,1
33.39,50.00,0.24,0,1
33.45,50.00,0.24,0,1
33.32,50.00,0.24,0,1
33.37,50.00,0.24,0,1
33.54,50.00,0.70,0,1
33.49,50.00,0.70,0,1
33.45,50.00,0.70,0,1
33.52,50.00,0.70,0,1
33.51,50.00,0.70,0,1
33.65,50.00,0.70,0,1
33.59,50.00,0.70,0,1
33.28,50.00,0.70,0,1
33.59,50.00,0.70,0,1
33.43,50.00,0.70,0,1
33.53,50.00,0.70,0,1
33.49,50.00,0.70,0,1
33.41,50.00,0.70,0,1
33.59,50.00,0.70,0,1
33.52,50.00,0.70,0,1
33.53,50.00,0.70,0,1
33.56,50.00,0.70,0,1
33.56,50.00,0.70,0,1
33.72,50.00,0.70,0,1
33.77,50.00,0.70,0,1
33.61,50.00,0.70,0,1
33.56,50.00,0.70,0,1
33.38,50.00,0.70,0,1
33.56,50.00,0.70,0,1
33.67,50.00,0.70,0,1
33.47,50.00,1.12,0,1
33.61,60.00,1.12,0,1
33.43,60.00,1.12,0,1
33.64,60.50,1.19,0,1
33.43,60.50,1.15,0,1
33.38,59.50,0.00,1,1
33.49,59.50,0.00,1,1
33.37,59.50,0.00,1,1
33.69,59.50,0.00,1,1
33.63,59.50,0.00,1,1
33.76,59.50,0.00,1,1
33.59,59.50,0.00,1,1
33.69,59.50,0.00,1,1
33.74,59.50,0.00,1,1
33.76,59.50,0.00,1,1
33.94,59.50,0.00,1,1
33.82,59.50,0.00,1,1
33.88,50.00,0.53,0,1
33.58,60.00,0.53,0,1
33.72,60.50,0.53,0,1
33.53,60.50,0.53,0,1
33.51,60.50,0.53,0,1
33.67,60.50,0.53,0,1
33.81,60.50,0.53,0,1
33.75,60.50,0.53,0,1
33.74,60.50,0.53,0,1
33.71,60.50,0.53,0,1
33.78,60.50,0.53,0,1
33.58,60.50,0.53,0,1
33.60,60.50,0.53,0,1
33.54,60.50,0.53,0,1
33.51,60.50,0.53,0,1
33.59,60.50,0.53,0,1
33.37,60.50,0.53,0,1
33.53,60.50,0.53,0,1
33.44,50.00,0.78,0,1
33.27,60.00,0.78,0,1
33.49,60.00,0.72,0,1
33.79,60.00,0.72,0,1
33.44,60.00,0.72,0,1
33.24,61.02,0.00,0,1
33.29,60.00,0.00,0,1
33.26,60.00,0.00,0,1
34.03,60.00,0.00,0,1
34.18,60.00,0.00,0,1
34.78,60.00,0.00,0,1
34.53,60.00,0.00,0,1
35.14,60.00,0.00,0,1
35.62,60.50,0.00,0,1
36.13,60.00,0.00,0,0
37.20,60.00,0.00,0,0
37.84,60.00,0.00,0,0
37.56,60.00,0.00,0,0
37.22,60.00,0.00,0,0
37.38,60.00,0.00,0,0
37.36,60.00,0.00,0,0
37.86,50.00,0.10,1,0
38.03,59.50,0.10,1,0
37.89,60.00,0.10,0,0
37.68,60.00,0.10,0,0
37.83,60.50,0.10,0,0
37.69,59.50,0.00,1,0
37.76,60.50,0.00,0,0
37.54,60.00,0.00,0,0
37.74,60.00,0.00,0,0
37.78,60.00,0.00,0,0
37.58,60.00,0.00,0,0
37.59,61.02,0.00,0,0
37.54,59.50,0.00,1,0
37.54,60.00,0.00,0,0
37.51,60.00,0.00,0,0
37.55,60.00,0.00,0,0
37.45,60.00,0.00,0,0
37.63,60.50,0.00,0,0
37.60,60.50,0.00,0,0
37.76,60.50,0.00,0,0
37.73,60.50,0.00,0,0
37.83,60.50,0.00,0,0
37.77,60.50,0.00,0,0
37.95,60.50,0.00,0,0
37.63,60.50,0.00,0,0
37.40,60.50,0.00,0,0
37.52,60.50,0.00,0,0
37.41,60.50,0.00,0,0
37.45,60.50,0.00,0,0
37.36,60.50,0.00,0,0
37.47,60.50,0.00,0,0
37.50,60.50,0.00,0,0
37.54,60.50,0.00,0,0
37.59,60.50,0.00,0,0
37.68,60.50,0.00,0,0
37.58,60.50,0.00,0,0
37.38,60.50,0.00,0,0
37.27,60.50,0.00,0,0
36.80,60.50,0.00,0,0
35.80,50.00,1.01,0,1
35.26,50.00,1.01,0,1
35.36,50.00,1.01,0,1
35.18,50.00,1.01,0,1
35.20,50.00,1.01,0,1
34.77,50.00,0.98,0,1
34.61,60.50,0.98,0,1
34.30,60.50,0.98,0,1
34.47,50.00,0.96,0,1
34.68,59.50,0.96,0,1
34.40,60.00,0.19,0,1
34.11,60.00,0.05,0,1
34.38,60.00,0.05,0,1
34.22,50.00,0.06,1,1
34.53,60.50,0.05,0,1
34.21,60.00,0.05,0,1
34.45,60.00,0.05,0,1
34.37,50.00,0.06,1,1
34.20,60.50,0.06,0,1
34.47,60.00,0.05,0,1
34.32,60.00,0.05,0,1
34.38,60.00,0.05,0,1
34.25,60.00,0.05,0,1
34.30,60.00,0.05,0,1
34.34,60.00,0.05,0,1
34.23,60.00,0.05,0,1
34.34,60.00,0.05,0,1
34.33,60.00,0.05,0,1
34.24,60.00,0.05,0,1
34.34,50.00,0.37,0,1
34.44,50.00,0.37,0,1
34.21,50.00,0.37,0,1
34.16,50.00,0.37,0,1
34.44,60.50,0.37,0,1
34.32,60.50,0.37,0,1
34.49,60.00,0.37,0,1
34.31,59.50,0.10,1,1
34.32,60.00,0.00,0,1
34.01,61.02,0.00,0,1
34.39,60.00,0.00,0,1
34.33,59.50,0.00,1,1
34.12,60.00,0.00,0,1
34.35,60.50,0.00,0,1
34.43,60.00,0.00,0,1
34.29,60.00,0.00,0,1
34.24,60.00,0.00,0,1
34.38,60.00,0.00,0,1
34.27,60.00,0.00,0,1
33.93,60.00,0.00,0,1
34.34,60.00,0.00,0,1
34.51,60.00,0.00,0,1
34.17,60.00,0.00,0,1
34.29,50.00,0.34,0,1
34.24,60.00,0.34,0,1
34.14,60.00,0.34,0,1
34.14,60.00,0.34,0,1
34.09,60.00,0.34,0,1
34.18,60.00,0.34,0,1
34.19,60.00,0.34,0,1
34.41,60.00,0.34,0,1
34.14,60.00,0.34,0,1
34.17,60.00,0.34,0,1
34.41,60.00,0.34,0,1
34.11,60.00,0.34,0,1
34.18,60.00,0.34,0,1
34.07,60.00,0.34,0,1
34.04,60.00,0.34,0,1
34.06,60.00,0.34,0,1
34.05,50.00,0.67,0,1
33.96,59.50,0.67,0,1
33.95,59.50,0.67,0,1
34.08,59.50,0.67,0,1
34.01,59.50,0.67,0,1
33.88,59.50,0.67,0,1
34.18,59.50,0.67,0,1
33.86,59.50,0.67,0,1
34.01,59.50,0.67,0,1
33.76,59.50,0.67,0,1
34.01,59.50,0.67,0,1
33.89,59.50,0.67,0,1
