Temperature,HeartRate,HRV,SleepIndex,Tindex
33.76,59.50,0.67,0,1
33.94,59.50,0.67,0,1
34.22,59.50,0.67,0,1
33.71,59.50,0.67,0,1
34.18,59.50,0.67,0,1
34.21,59.50,0.67,0,1
34.16,59.50,0.67,0,1
34.20,59.50,0.67,0,1
33.90,59.50,0.67,0,1
33.96,59.50,0.67,0,1
34.03,59.50,0.67,0,1
33.99,59.50,0.67,0,1
34.06,59.50,0.67,0,1
33.96,59.50,0.67,0,1
33.96,59.50,0.67,0,1
33.90,59.50,0.67,0,1
33.75,59.50,0.67,0,1
34.07,59.50,0.67,0,1
33.91,59.50,0.67,0,1
33.95,59.50,0.67,0,1
33.96,59.50,0.67,0,1
34.05,59.50,0.67,0,1
34.07,59.50,0.67,0,1
34.26,59.50,0.67,0,1
34.11,59.50,0.67,0,1
34.23,59.50,0.67,0,1
34.28,59.50,0.67,0,1
34.16,59.50,0.67,0,1
34.22,59.50,0.67,0,1
34.17,59.50,0.67,0,1
34.19,59.50,0.67,0,1
34.10,59.50,0.67,0,1
34.27,59.50,0.67,0,1
34.20,59.50,0.67,0,1
34.20,59.50,0.67,0,1
33.85,59.50,0.67,0,1
34.22,59.50,0.67,0,1
34.07,59.50,0.67,0,1
34.03,59.50,0.67,0,1
34.10,59.50,0.67,0,1
34.07,59.50,0.67,0,1
33.82,59.50,0.67,0,1
34.25,59.50,0.67,0,1
34.33,59.50,0.67,0,1
34.22,59.50,0.67,0,1
34.20,59.50,0.67,0,1
34.01,59.50,0.67,0,1
34.25,59.50,0.67,0,1
33.96,59.50,0.67,0,1
33.98,59.50,0.67,0,1
33.97,59.50,0.67,0,1
34.05,59.50,0.67,0,1
33.93,59.50,0.67,0,1
34.08,59.50,0.67,0,1
34.12,59.50,0.67,0,1
33.94,59.50,0.67,0,1
33.88,59.50,0.67,0,1
34.31,59.50,0.67,0,1
33.96,59.50,0.67,0,1
34.04,59.50,0.67,0,1
33.98,59.50,0.67,0,1
34.03,59.50,0.67,0,1
33.91,59.50,0.67,0,1
33.99,50.00,3.31,0,1
34.03,60.00,3.39,0,1
33.86,59.50,3.39,0,1
34.05,60.00,3.50,0,1
34.30,60.00,3.50,0,1
33.79,60.00,3.50,0,1
34.18,60.00,3.50,0,1
34.38,60.00,3.50,0,1
34.16,60.00,3.50,0,1
33.97,60.00,3.50,0,1
34.14,60.00,3.50,0,1
34.10,60.00,3.50,0,1
33.77,60.00,3.50,0,1
34.34,60.00,3.50,0,1
34.08,60.00,3.50,0,1
34.60,60.00,3.50,0,1
33.74,50.00,3.40,0,1
34.38,60.00,0.57,0,1
34.41,60.00,0.57,0,1
34.26,59.50,0.57,0,1
34.35,59.50,0.57,0,1
34.20,59.50,0.57,0,1
34.39,59.50,0.57,0,1
34.10,59.50,0.57,0,1
34.13,59.50,0.57,0,1
34.38,59.50,0.57,0,1
33.90,59.50,0.57,0,1
34.28,59.50,0.57,0,1
34.40,59.50,0.57,0,1
33.97,59.50,0.57,0,1
33.98,59.50,0.57,0,1
33.92,59.50,0.57,0,1
34.56,59.50,0.57,0,1
34.47,59.50,0.57,0,1
33.92,59.50,0.57,0,1
34.20,59.50,0.57,0,1
33.78,59.50,0.57,0,1
34.23,59.50,0.57,0,1
34.31,59.50,0.57,0,1
34.01,59.50,0.57,0,1
34.45,59.50,0.57,0,1
34.24,59.50,0.57,0,1
33.69,59.50,0.57,0,1
34.25,59.50,0.57,0,1
33.91,50.00,1.15,0,1
34.06,50.00,1.15,0,1
34.43,50.00,1.15,0,1
34.29,50.00,1.15,0,1
33.87,50.00,1.15,0,1
33.82,50.00,1.15,0,1
33.88,50.00,1.15,0,1
33.90,50.00,1.15,0,1
34.13,50.00,1.15,0,1
33.90,50.00,1.15,0,1
33.97,50.00,1.15,0,1
33.84,50.00,1.15,0,1
33.85,50.00,1.15,0,1
33.89,50.00,1.15,0,1
34.13,50.00,1.15,0,1
34.07,50.00,1.15,0,1
33.87,50.00,1.19,0,1
34.40,50.00,1.19,0,1
34.24,50.00,1.19,0,1
34.42,50.00,1.19,0,1
34.04,50.00,1.19,0,1
34.19,50.00,1.19,0,1
34.20,50.00,1.19,0,1
34.19,50.00,1.19,0,1
34.11,50.00,1.19,0,1
34.17,50.00,1.19,0,1
34.05,50.00,1.19,0,1
34.17,50.00,1.19,0,1
34.44,50.00,1.19,0,1
34.21,50.00,1.19,0,1
34.33,50.00,1.19,0,1
34.24,50.00,1.19,0,1
34.22,50.00,1.19,0,1
33.98,50.00,1.19,0,1
34.09,50.00,1.19,0,1
34.18,50.00,1.19,0,1
34.00,50.00,1.19,0,1
34.15,50.00,1.19,0,1
34.38,50.00,1.19,0,1
34.15,50.00,1.19,0,1
34.47,50.00,1.19,0,1
34.28,50.00,1.19,0,1
34.42,50.00,1.19,0,1
34.26,50.00,1.19,0,1
34.29,50.00,1.19,0,1
34.25,50.00,1.19,0,1
34.01,50.00,1.44,0,1
34.28,60.00,1.44,0,1
34.29,60.00,1.44,0,1
34.35,60.00,1.40,0,1
34.14,60.50,1.39,0,1
34.32,60.00,0.00,0,1
34.33,60.00,0.00,0,1
34.20,60.50,0.00,0,1
34.24,60.00,0.00,0,1
34.33,60.50,0.00,0,1
34.34,60.50,0.00,0,1
34.41,60.50,0.00,0,1
34.22,60.50,0.00,0,1
34.44,60.50,0.00,0,1
34.21,60.50,0.00,0,1
34.28,60.50,0.00,0,1
34.22,50.00,0.29,0,1
34.39,59.50,0.29,0,1
34.11,60.00,0.29,0,1
34.29,60.00,0.29,0,1
34.43,60.50,0.29,0,1
34.29,60.00,0.00,0,1
34.66,60.00,0.00,0,1
34.63,59.50,0.00,1,1
34.55,60.00,0.00,0,1
34.47,60.00,0.00,0,1
34.46,60.00,0.00,0,1
34.44,60.00,0.00,0,1
34.81,60.00,0.00,0,1
34.73,60.00,0.00,0,1
34.40,60.00,0.00,0,1
34.43,60.00,0.00,0,1
34.49,60.00,0.00,0,1
34.55,60.00,0.00,0,1
34.35,60.00,0.00,0,1
34.57,60.00,0.00,0,1
34.55,60.00,0.00,0,1
34.60,60.00,0.00,0,1
34.28,60.00,0.00,0,1
34.53,60.00,0.00,0,1
34.39,60.00,0.00,0,1
34.46,50.00,0.77,0,1
34.34,60.00,0.77,0,1
34.36,60.00,0.77,0,1
34.51,60.00,0.77,0,1
34.55,60.00,0.77,0,1
34.32,60.00,0.77,0,1
34.47,60.00,0.77,0,1
34.38,50.00,0.74,0,1
34.33,50.00,0.74,0,1
34.32,50.00,0.73,0,1
34.39,60.50,0.19,0,1
34.15,60.00,0.19,0,1
34.25,60.00,0.19,0,1
34.21,50.00,0.18,0,1
33.96,60.00,0.06,0,1
34.33,60.00,0.06,0,1
34.22,60.00,0.06,0,1
34.00,50.00,0.10,1,1
33.98,60.50,0.10,0,1
33.88,60.50,0.10,0,1
33.90,60.50,0.10,0,1
33.88,60.50,0.10,0,1
33.91,50.00,0.14,0,1
33.71,60.00,0.15,0,1
33.91,60.00,0.15,0,1
33.92,60.00,0.15,0,1
34.13,50.00,0.14,0,1
33.90,60.00,0.15,0,1
34.11,60.00,0.15,0,1
34.08,60.00,0.10,0,1
34.12,60.00,0.10,0,1
33.91,60.00,0.10,0,1
33.90,50.00,0.12,0,1
34.01,50.00,0.12,0,1
33.88,50.00,0.12,0,1
33.90,50.00,0.12,0,1
33.81,50.00,0.12,0,1
33.94,50.00,0.12,0,1
33.74,50.00,0.24,0,1
33.94,60.00,0.24,0,1
33.78,60.00,0.24,0,1
33.88,50.00,0.22,0,1
33.83,50.00,0.22,0,1
33.79,50.00,0.22,0,1
33.73,50.00,0.22,0,1
33.83,50.00,0.21,0,1
33.26,59.50,0.23,0,1
30.00,60.50,0.14,0,1
30.00,60.50,0.14,0,1
30.00,60.00,0.14,0,1
30.00,59.02,0.00,1,1
30.00,60.00,0.00,0,1
30.00,60.50,0.00,0,1
30.00,60.00,0.00,0,1
30.00,60.00,0.00,0,1
30.00,60.00,0.00,0,1
30.00,60.00,0.00,0,1
30.00,60.50,0.00,0,1
30.00,60.00,0.00,0,1
30.00,60.00,0.00,0,1
30.00,60.00,0.00,0,1
30.00,60.00,0.00,0,1
14,0.00,0.00,0,1
33.25,0.00,0.00,0,1
33.05,0.00,0.00,0,1
33.34,0.00,0.00,0,1
33.34,0.00,0.00,0,1
33.19,0.00,0.00,0,1
33.14,0.00,0.00,0,1
33.25,0.00,0.00,0,1
33.05,0.00,0.00,0,1
33.34,0.00,0.00,0,1
33.34,0.00,0.00,0,1
33.19,0.00,0.00,0,1
33.14,0.00,0.00,0,1
33.25,0.00,0.00,0,1
33.05,0.00,0.00,0,1
33.34,0.00,0.00,0,1
33.34,0.00,0.00,0,1
33.19,0.00,0.00,0,1
33.14,0.00,0.00,0,1
38.52,0.00,0.00,0,0
38.49,60.50,0.05,0,0
38.32,60.00,0.06,0,0
38.17,60.50,0.06,0,0
38.07,59.50,0.05,1,0
37.97,60.00,0.00,0,0
37.98,60.50,0.00,0,0
37.74,60.50,0.00,0,0
37.94,59.50,0.00,1,0
37.98,60.00,0.00,0,0
38.01,60.00,0.00,0,0
37.87,61.02,0.00,0,0
38.09,59.50,0.00,1,0
38.16,60.00,0.00,0,0
38.13,60.00,0.00,0,0
38.16,60.50,0.00,0,0
38.17,60.50,0.00,0,0
38.16,60.50,0.00,0,0
38.25,60.50,0.00,0,0
38.32,60.50,0.00,0,0
38.01,60.50,0.00,0,0
38.34,60.50,0.00,0,0
38.50,60.50,0.00,0,0
38.44,60.50,0.00,0,0
38.28,60.50,0.00,0,0
38.60,60.50,0.00,0,0
38.45,60.50,0.00,0,0
38.47,60.50,0.00,0,0
38.52,60.50,0.00,0,0
38.75,60.50,0.00,0,0
38.68,50.00,0.67,1,0
38.69,60.00,0.67,0,0
38.88,60.50,0.67,0,0
38.77,59.50,0.67,1,0
38.89,60.50,0.67,0,0
38.99,60.00,0.00,0,0
39.00,60.00,0.00,0,0
38.82,59.50,0.00,1,0
38.98,61.02,0.00,0,0
39.09,60.00,0.00,0,0
39.02,60.00,0.00,0,0
38.89,59.50,0.00,1,0
39.07,60.50,0.00,0,0
39.09,60.50,0.00,0,0
39.01,60.00,0.00,0,0
39.11,59.50,0.00,1,0
38.87,59.50,0.00,1,0
38.94,50.00,0.05,1,0
38.80,60.50,0.05,0,0
38.82,60.00,0.05,0,0
38.52,59.50,0.05,1,0
38.63,60.50,0.05,0,0
38.64,60.00,0.00,0,0
38.64,60.50,0.00,0,0
38.49,59.50,0.00,1,0
38.68,60.50,0.00,0,0
38.69,60.00,0.00,0,0
38.64,60.00,0.00,0,0
38.64,60.00,0.00,0,0
38.41,60.50,0.00,0,0
38.64,60.00,0.00,0,0
38.72,59.50,0.00,1,0
38.67,60.00,0.00,0,0
38.42,61.02,0.00,0,0
38.59,59.50,0.00,1,0
38.60,59.50,0.00,1,0
38.65,59.50,0.00,1,0
38.33,59.50,0.00,1,0
38.52,59.50,0.00,1,0
38.52,59.50,0.00,1,0
38.46,59.50,0.00,1,0
38.48,59.50,0.00,1,0
38.28,59.50,0.00,1,0
38.44,59.50,0.00,1,0
38.39,59.50,0.00,1,0
38.39,59.50,0.00,1,0
38.24,59.50,0.00,1,0
38.34,59.50,0.00,1,0
38.29,59.50,0.00,1,0
38.34,59.50,0.00,1,0
38.14,59.50,0.00,1,0
38.23,59.50,0.00,1,0
38.35,59.50,0.00,1,0
38.34,59.50,0.00,1,0
38.73,59.50,0.00,1,0
39.04,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
39.39,59.50,0.00,1,0
36.64,59.50,0.00,1,0
35.38,59.50,0.00,1,1
34.11,59.50,0.00,1,1
32.94,59.50,0.00,1,1
32.77,59.50,0.00,1,1
32.79,59.50,0.00,1,1
32.54,59.50,0.00,1,1
32.66,59.50,0.00,1,1
33.33,59.50,0.00,1,1
33.25,59.50,0.00,1,1
33.48,59.50,0.00,1,1
33.26,59.50,0.00,1,1
33.59,59.50,0.00,1,1
33.46,59.50,0.00,1,1
33.14,59.50,0.00,1,1
33.85,59.50,0.00,1,1
34.19,59.50,0.00,1,1
33.74,59.50,0.00,1,1
33.32,59.50,0.00,1,1
33.52,59.50,0.00,1,1
33.73,59.50,0.00,1,1
33.85,59.50,0.00,1,1
33.88,59.50,0.00,1,1
33.33,59.50,0.00,1,1
33.55,59.50,0.00,1,1
33.99,59.50,0.00,1,1
33.12,59.50,0.00,1,1
33.51,59.50,0.00,1,1
33.10,59.50,0.00,1,1
33.33,59.50,0.00,1,1
32.70,59.50,0.00,1,1
32.86,59.50,0.00,1,1
32.48,59.50,0.00,1,1
32.62,59.50,0.00,1,1
32.67,59.50,0.00,1,1
32.60,59.50,0.00,1,1
32.69,59.50,0.00,1,1
32.80,59.50,0.00,1,1
32.92,59.50,0.00,1,1
32.79,59.50,0.00,1,1
32.83,59.50,0.00,1,1
32.80,59.50,0.00,1,1
32.67,59.50,0.00,1,1
32.91,59.50,0.00,1,1
32.84,59.50,0.00,1,1
32.94,59.50,0.00,1,1
32.74,59.50,0.00,1,1
32.90,59.50,0.00,1,1
32.89,59.50,0.00,1,1
32.97,59.50,0.00,1,1
32.96,59.50,0.00,1,1
32.79,59.50,0.00,1,1
33.07,59.50,0.00,1,1
33.02,59.50,0.00,1,1
32.93,59.50,0.00,1,1
32.78,59.50,0.00,1,1
32.80,59.50,0.00,1,1
32.74,59.50,0.00,1,1
32.74,59.50,0.00,1,1
32.74,59.50,0.00,1,1
32.77,59.50,0.00,1,1
32.81,59.50,0.00,1,1
32.69,59.50,0.00,1,1
32.86,59.50,0.00,1,1
32.75,59.50,0.00,1,1
32.96,59.50,0.00,1,1
33.02,59.50,0.00,1,1
33.00,59.50,0.00,1,1
32.91,59.50,0.00,1,1
33.18,59.50,0.00,1,1
33.15,59.50,0.00,1,1
33.13,59.50,0.00,1,1
33.21,59.50,0.00,1,1
33.21,59.50,0.00,1,1
33.21,59.50,0.00,1,1
33.15,59.50,0.00,1,1
33.25,59.50,0.00,1,1
33.04,59.50,0.00,1,1
33.24,59.50,0.00,1,1
33.28,59.50,0.00,1,1
33.28,59.50,0.00,1,1
33.09,59.50,0.00,1,1
33.32,59.50,0.00,1,1
33.30,59.50,0.00,1,1
33.27,59.50,0.00,1,1
33.15,59.50,0.00,1,1
33.41,59.50,0.00,1,1
33.32,59.50,0.00,1,1
33.36,59.50,0.00,1,1
33.40,59.50,0.00,1,1
33.20,59.50,0.00,1,1
33.43,59.50,0.00,1,1
33.46,59.50,0.00,1,1
33.48,59.50,0.00,1,1
33.41,59.50,0.00,1,1
33.60,59.50,0.00,1,1
33.58,59.50,0.00,1,1
33.54,59.50,0.00,1,1
33.34,59.50,0.00,1,1
33.60,59.50,0.00,1,1
33.59,59.50,0.00,1,1
33.55,59.50,0.00,1,1
33.50,59.50,0.00,1,1
33.29,59.50,0.00,1,1
33.49,59.50,0.00,1,1
33.37,59.50,0.00,1,1
33.41,59.50,0.00,1,1
33.25,50.00,6.33,0,1
33.54,59.50,6.33,0,1
33.56,61.02,6.33,0,1
33.54,60.00,6.33,0,1
33.55,60.00,6.33,0,1
33.81,59.50,0.00,1,1
33.94,60.50,0.00,0,1
34.00,60.50,0.00,0,1
34.15,60.00,0.00,0,1
34.59,59.50,0.00,1,1
35.43,60.50,0.00,0,1
35.39,60.00,0.00,0,1
35.79,60.00,0.00,0,1
36.66,60.00,0.00,0,0
37.09,60.50,0.00,0,0
36.95,60.00,0.00,0,0
36.86,60.00,0.00,0,0
37.24,60.00,0.00,0,0
37.57,60.00,0.00,0,0
37.61,60.00,0.00,0,0
37.56,60.00,0.00,0,0
37.47,60.00,0.00,0,0
36.79,60.00,0.00,0,0
36.39,60.00,0.00,0,0
36.26,60.00,0.00,0,0
36.29,60.00,0.00,0,0
36.16,60.00,0.00,0,0
36.40,60.00,0.00,0,0
36.21,60.00,0.00,0,0
36.30,60.00,0.00,0,0
36.02,60.00,0.00,0,0
36.20,60.00,0.00,0,0
36.24,60.00,0.00,0,0
36.25,60.00,0.00,0,0
36.18,60.00,0.00,0,0
36.00,60.00,0.00,0,1
36.23,60.00,0.00,0,0
36.19,60.00,0.00,0,0
36.15,60.00,0.00,0,0
36.14,60.00,0.00,0,0
36.25,60.00,0.00,0,0
36.39,60.00,0.00,0,0
36.29,60.00,0.00,0,0
35.85,60.00,0.00,0,1
36.07,60.00,0.00,0,0
36.05,60.00,0.00,0,0
35.89,60.00,0.00,0,1
35.95,60.00,0.00,0,1
35.73,60.00,0.00,0,1
35.81,60.00,0.00,0,1
35.76,60.00,0.00,0,1
35.68,60.00,0.00,0,1
35.45,60.00,0.00,0,1
35.61,60.00,0.00,0,1
35.62,60.00,0.00,0,1
35.49,60.00,0.00,0,1
35.27,60.00,0.00,0,1
35.70,60.00,0.00,0,1
35.83,60.00,0.00,0,1
36.43,60.00,0.00,0,0
36.65,60.00,0.00,0,0
36.82,60.00,0.00,0,0
36.97,60.00,0.00,0,0
36.97,60.00,0.00,0,0
36.99,60.00,0.00,0,0
36.75,60.00,0.00,0,0
36.95,60.00,0.00,0,0
36.77,60.00,0.00,0,0
36.98,60.00,0.00,0,0
36.73,60.00,0.00,0,0
36.90,60.00,0.00,0,0
36.79,60.00,0.00,0,0
36.67,60.00,0.00,0,0
36.66,60.00,0.00,0,0
36.48,60.00,0.00,0,0
36.52,60.00,0.00,0,0
36.48,60.00,0.00,0,0
36.45,60.00,0.00,0,0
36.23,60.00,0.00,0,0
36.48,50.00,2.97,0,0
36.41,60.50,2.97,0,0
36.42,59.50,2.97,0,0
36.23,60.50,2.97,0,0
36.34,60.00,2.97,0,0
36.37,60.00,0.00,0,0
36.28,59.50,0.00,1,0
36.29,61.02,0.00,0,0
36.20,60.00,0.00,0,0
36.16,60.00,0.00,0,0
36.09,59.50,0.00,1,0
36.11,60.00,0.00,0,0
35.84,61.02,0.00,0,1
35.99,60.00,0.00,0,1
35.88,59.50,0.00,1,1
35.84,60.00,0.00,0,1
35.66,60.50,0.00,0,1
35.87,60.50,0.00,0,1
35.85,60.50,0.00,0,1
35.91,50.00,0.10,1,1
35.81,59.50,0.10,1,1
35.93,59.50,0.10,1,1
35.88,50.00,0.10,1,1
35.90,60.50,0.10,0,1
35.94,60.50,0.10,0,1
35.79,50.00,0.09,1,1
35.95,60.00,0.06,0,1
36.00,59.50,0.06,1,1
36.08,59.50,0.06,1,0
35.89,50.00,0.06,1,1
36.20,60.50,0.06,0,0
36.21,60.00,0.05,0,0
36.15,59.50,0.05,1,0
36.17,59.50,0.05,1,0
36.19,59.50,0.05,1,0
36.14,59.50,0.05,1,0
36.11,59.50,0.05,1,0
36.23,59.50,0.05,1,0
36.02,59.50,0.05,1,0
36.16,59.50,0.05,1,0
36.32,59.50,0.05,1,0
36.29,59.50,0.05,1,0
36.25,50.00,0.42,1,0
36.52,60.50,0.43,0,0
36.70,60.50,0.43,0,0
36.57,50.00,0.42,1,0
36.58,60.50,0.42,0,0
36.98,60.00,0.42,0,0
36.85,60.50,0.05,0,0
36.35,60.50,0.05,0,0
36.66,60.50,0.05,0,0
35.15,50.00,0.10,1,1
34.81,50.00,0.10,1,1
34.34,50.00,0.10,1,1
34.27,50.00,0.10,1,1
34.16,50.00,0.10,1,1
34.21,50.00,0.10,1,1
34.25,50.00,0.10,1,1
34.20,50.00,0.28,1,1
34.53,50.00,0.28,1,1
34.30,50.00,0.28,1,1
34.22,50.00,0.26,1,1
34.26,50.00,0.26,1,1
34.23,50.00,0.26,1,1
34.32,50.00,0.26,1,1
34.31,50.00,0.26,1,1
34.32,50.00,0.26,1,1
34.47,50.00,0.26,1,1
34.19,50.00,0.26,1,1
34.24,50.00,0.26,1,1
34.41,50.00,0.26,1,1
34.33,50.00,0.26,1,1
34.17,50.00,0.26,1,1
34.44,50.00,0.26,1,1
34.40,50.00,0.26,1,1
34.40,50.00,0.26,1,1
34.36,50.00,0.26,1,1
34.26,50.00,0.26,1,1
34.47,50.00,0.26,1,1
34.54,50.00,0.26,1,1
34.51,50.00,0.26,1,1
34.30,50.00,0.26,1,1
34.62,50.00,0.26,1,1
34.42,50.00,0.26,1,1
34.41,50.00,0.26,1,1
34.40,50.00,0.26,1,1
34.38,50.00,0.26,1,1
34.32,50.00,0.26,1,1
34.53,50.00,1.15,0,1
34.80,60.00,1.15,0,1
34.96,61.02,1.18,0,1
35.24,61.02,1.18,0,1
35.31,50.00,1.21,0,1
35.27,50.00,1.21,0,1
35.89,50.00,1.21,0,1
36.28,50.00,1.21,0,0
36.50,50.00,1.21,0,0
36.44,50.00,1.21,0,0
36.35,50.00,0.11,1,0
36.64,50.00,0.11,1,0
36.64,50.00,0.09,1,0
36.66,50.00,0.09,1,0
36.84,50.00,0.06,1,0
36.73,50.00,0.06,1,0
36.84,50.00,0.06,1,0
36.88,60.00,0.08,0,0
36.97,60.50,0.06,0,0
36.74,60.50,0.06,0,0
36.97,50.00,0.06,1,0
36.85,59.50,0.06,1,0
37.09,59.50,0.06,1,0
37.07,50.00,0.06,1,0
37.57,60.00,0.06,0,0
37.63,60.00,0.06,0,0
37.83,60.00,0.06,0,0
38.20,60.00,0.06,0,0
38.15,50.00,0.13,1,0
38.50,50.00,0.13,1,0
38.61,50.00,0.13,1,0
38.79,50.00,0.14,1,0
38.75,60.00,0.14,0,0
39.15,60.50,0.15,0,0
39.19,59.50,0.15,1,0
39.32,60.50,0.10,0,0
39.09,60.50,0.10,0,0
39.32,50.00,0.05,1,0
39.31,50.00,0.05,1,0
39.39,50.00,0.06,1,0
39.37,59.50,0.06,1,0
39.29,59.50,0.06,1,0
39.39,59.50,0.06,1,0
39.39,59.50,0.06,1,0
39.41,50.00,0.13,1,0
39.22,50.00,0.13,1,0
39.39,50.00,0.12,1,0
39.45,60.00,0.13,0,0
39.63,59.50,0.14,1,0
39.42,60.50,0.14,0,0
39.59,60.50,0.14,0,0
39.61,50.00,0.06,1,0
39.59,50.00,0.06,1,0
39.61,50.00,0.06,1,0
39.60,50.00,0.10,1,0
39.59,59.50,0.10,1,0
39.52,60.00,0.10,0,0
39.54,60.00,0.10,0,0
39.31,60.50,0.10,0,0
39.59,59.50,0.00,1,0
39.51,60.50,0.00,0,0
39.49,60.00,0.00,0,0
39.39,60.50,0.00,0,0
39.48,59.50,0.00,1,0
39.59,59.50,0.00,1,0
39.57,50.00,0.05,1,0
39.61,60.00,0.05,0,0
39.61,60.00,0.05,0,0
39.69,60.00,0.05,0,0
39.66,50.00,0.10,1,0
39.64,61.02,0.10,0,0
39.59,60.00,0.10,0,0
39.75,60.00,0.10,0,0
39.71,60.00,0.10,0,0
39.70,60.00,0.10,0,0
39.54,60.00,0.10,0,0
39.65,50.00,0.19,1,0
39.63,60.00,0.19,0,0
39.59,60.00,0.19,0,0
39.56,60.00,0.19,0,0
39.55,60.00,0.19,0,0
39.48,50.00,0.21,1,0
39.45,60.00,0.21,0,0
39.52,60.00,0.21,0,0
39.28,59.50,0.14,1,0
39.57,60.50,0.14,0,0
39.59,60.50,0.00,0,0
39.45,60.00,0.00,0,0
39.38,59.50,0.00,1,0
39.52,59.50,0.00,1,0
39.58,59.50,0.00,1,0
39.57,50.00,0.10,1,0
39.35,60.50,0.10,0,0
39.50,60.00,0.10,0,0
39.52,59.50,0.10,1,0
39.43,59.50,0.10,1,0
39.38,59.50,0.10,1,0
39.18,50.00,0.12,1,0
39.32,60.50,0.10,0,0
39.40,60.50,0.10,0,0
39.34,50.00,0.10,1,0
39.13,60.00,0.10,0,0
